0.1	-0.005007688662475368	0.1	-0.0049809124928711914	0.1	-0.004902068545048924	0.1	-0.004775433150515567	0.1	-0.004607578382858924
0.15000000000000002	-0.011289034125944035	0.15000000000000002	-0.011228126734226192	0.15000000000000002	-0.011048855735441591	0.15000000000000002	-0.010761143975196421	0.15000000000000002	-0.01038018815363487
0.2	-0.020123858179503924	0.2	-0.020013903705077777	0.2	-0.019690461685337914	0.2	-0.01917194695236427	0.2	-0.01848642327581513
0.25	-0.031553942825854865	0.25	-0.031378693675872656	0.25	-0.030863581935345222	0.25	-0.030039005194562884	0.25	-0.028950994813101948
0.3	-0.045634238469904706	0.3	-0.045375631910921886	0.3	-0.0446162521836888	0.3	-0.04340289042254255	0.3	-0.041805848568239205
0.35000000000000003	-0.0624338375843293	0.35000000000000003	-0.06207142542937875	0.35000000000000003	-0.06100850779291409	0.35000000000000003	-0.059313955578334444	0.35000000000000003	-0.057090275931599994
0.4	-0.0820372228433225	0.4	-0.08154748301947803	0.4	-0.08011320804816117	0.4	-0.0778327807275358	0.4	-0.074851024731185
0.45	-0.10454582695022063	0.45	-0.10390131691083783	0.45	-0.1020170335025092	0.45	-0.09903068220605572	0.45	-0.09514239177975853
0.5	-0.13007994990816693	0.5	-0.12924824967107612	0.5	-0.1268216630128471	0.5	-0.12299026851168361	0.5	-0.11802627212201351
0.55	-0.15878108820274514	0.55	-0.15772346408378124	0.55	-0.1546451324699358	0.55	-0.14980601683089062	0.55	-0.14357213149375833
0.6000000000000001	-0.19081473841818514	0.6000000000000001	-0.1894844357016766	0.6000000000000001	-0.18562336807540647	0.6000000000000001	-0.1795848301622302	0.6000000000000001	-0.17185685797811195
0.6500000000000001	-0.2263737434288483	0.6500000000000001	-0.22471378517684476	0.6500000000000001	-0.2199118707857699	0.6500000000000001	-0.21244651532596395	0.6500000000000001	-0.2029644362304239
0.7000000000000001	-0.2656822491909145	0.7000000000000001	-0.2636225764670063	0.7000000000000001	-0.2576875015300185	0.7000000000000001	-0.24852409512566753	0.7000000000000001	-0.23698537328229183
0.7500000000000001	-0.30900032837296826	0.7500000000000001	-0.30645406117696594	0.7500000000000001	-0.29915027379650494	0.7500000000000001	-0.28796383202640863	0.7500000000000001	-0.2740157898548838
0.8	-0.35662929338118177	0.8	-0.35348781830327425	0.8	-0.3445249942140885	0.8	-0.33092479508771305	0.8	-0.3141560774772739
0.8500000000000001	-0.40891764874662206	0.8500000000000001	-0.40504414659301496	0.8500000000000001	-0.3940624943576487	0.8500000000000001	-0.37757774753764695	0.8500000000000001	-0.3575090133521034
0.9000000000000001	-0.4662674943195442	0.9000000000000001	-0.46148841039702054	0.9000000000000001	-0.44804005969664196	0.9000000000000001	-0.4281030741725341	0.9000000000000001	-0.4041772279003562
0.9500000000000001	-0.5291409460552756	0.9500000000000001	-0.5232347885132075	0.9500000000000001	-0.5067604799812089	0.9500000000000001	-0.48268741757724787	0.9500000000000001	-0.4542599427934726
1.	-0.5980657370347501	1.	-0.590748495427228	1.	-0.5705489282066264	1.	-0.5415186728164666	1.	-0.5078489505146556
1.05	-0.6736385427702738	1.05	-0.6645450164590322	1.05	-0.6397466613787036	1.05	-0.6047790390588329	1.05	-0.5650239002908944
1.1	-0.7565237262278763	1.1	-0.7451842617635338	1.1	-0.7147004198086483	1.1	-0.6726359947716369	1.1	-0.625847094877736
1.1500000000000001	-0.8474442440411012	1.1500000000000001	-0.8332569824923712	1.1500000000000001	-0.7957465587279982	1.1500000000000001	-0.7452314044272189	1.1500000000000001	-0.6903581811322479
1.2000000000000002	-0.9471608490544404	1.2000000000000002	-0.9293607594305878	1.2000000000000002	-0.883189634036738	1.2000000000000002	-0.8226695051021405	1.2000000000000002	-0.7585693068265703
1.2500000000000002	-1.0564364728219169	1.2500000000000002	-1.0340641758859177	1.2500000000000002	-0.9772766343202699	1.2500000000000002	-0.9050052075853146	1.2500000000000002	-0.8304614635542868
1.3	-1.1759863025462762	1.3	-1.1478613625073817	1.3	-1.078170306701668	1.3	-0.992234791562046	1.3	-0.9059827687775057
1.35	-1.3064216489836562	1.35	-1.2711251159204096	1.35	-1.1859274507734028	1.35	-1.0842913521407929	1.35	-0.9850492920629756
1.4000000000000001	-1.4482053980323348	1.4000000000000001	-1.4040730630812015	1.4000000000000001	-1.3004892322579835	1.4000000000000001	-1.1810469125070826	1.4000000000000001	-1.0675486779939651
1.4500000000000002	-1.6016416434652667	1.4500000000000002	-1.54676269063658	1.4500000000000002	-1.421688816973368	1.4500000000000002	-1.2823218139308814	1.4500000000000002	-1.153346316040403
1.5000000000000002	-1.7669128931708156	1.5000000000000002	-1.6991224620031562	1.5000000000000002	-1.549276477838064	1.5000000000000002	-1.3879001325044447	1.5000000000000002	-1.2422932915377853
1.55	-1.9441546115856205	1.55	-1.8610094745275636	1.55	-1.6829558140749792	1.55	-1.4975481815179268	1.55	-1.3342349918723704
1.6	-2.1335344088599237	1.6	-2.0322700579450608	1.6	-1.822420605833025	1.6	-1.611032418858773	1.6	-1.429019163596079
